NCTId,BriefTitle,OverallStatus,Phase,Conditions,Interventions,StartDate,LastUpdatePostDate,EnrollmentCount,Countries,BriefSummary,LeadSponsor,LeadSponsorClass,MinAge,MaxAge,StdAges,PrimaryEndpoints,DiseaseEntities,TrialDesign,DiseaseEntity,LLMOverride,TargetCategory,TargetSource,ProductType,ProductTypeSource,ClassificationConfidence,SponsorType,AgeGroup,ProductName,StartYear,SnapshotDate
NCT07423572,Clinical Study of Anti-CD19/BCMA Universal Chimeric Antigen Receptor T Cells (UCAR-T) in the Treatment of Refractory Idiopathic Membranous Nephropathy (IMN),NOT_YET_RECRUITING,EARLY_PHASE1,Refractory Idiopathic Membranous Nephropathy,CD19/BCMA-Targeted Universal Chimeric Antigen Receptor T Cells (UCAR-T) infusing,2026-02-28,2026-02-20,18,China,"A single arm, open-label pilot study is designed to determine the safety and effectiveness of anti-CD19/BCMA Universal Chimeric Antigen Receptor T Cells (UCAR-T) in the Treatment of Refractory Idiopathic Membranous Nephropathy (IMN)",The First Affiliated Hospital of Zhejiang Chinese Medical University,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Incidence of Dose-Limiting Toxicity (DLT)|The overall response rate (ORR),Other immune-mediated,Single disease,Other immune-mediated,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,2026.0,2026-04-25
NCT06569472,Clinical Trial of CD19-targeted CAR-T Therapy for Refractory Juvenile Dermatomyositis,RECRUITING,PHASE1,Juvenile Dermatomyositis,CD19-targetd CAR-T,2024-07-02,2024-08-26,10,China,This is a Phase I clinical trial to evaluate the efficacy and safety of CD19-targeted CAR-T in the treatment of refractory juvenile dermatomyositis (RJDM).The experiment was divided into two phases: dose exploration (Part A) and dose extension (Part B).,"Chongqing Precision Biotech Co., Ltd",INDUSTRY,5 Years,17 Years,CHILD,To evaluate the safety of CAR-T in the treatment of refractory juvenile dermatomyositis [Safety and Tolerability]|To evaluate the efficacy of CAR-T in the treatment of refractory juvenile dermatomyositis [Effectiveness]|Duration of Response (DOR) of CAR-T treatment in the treatment of refractory juvenile dermatomyositis [Effectiveness],IIM,Single disease,IIM,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Pediatric,,2024.0,2026-04-25
NCT07266337,CD19/BCMA CAR-T for SLE,NOT_YET_RECRUITING,EARLY_PHASE1,SLE - Systemic Lupus Erythematosus,CD19/BCMA CAR T-cells,2025-12-10,2025-12-05,24,China,"The purpose of this clinical trial is to learn if CD19/BCMA CAR-T works to treat refractory SLE in adults. It will also learn about the safety and efficacy of the CD19/BCMA CAR-T cell product.

The main questions it aims to answer are:

1. What CAR-T-related adverse events (AEs) occur within 3 months after the CAR-T cell infusion?
2. Which dose level is the optimal biological dose (OBD)?
3. What is the the changes of disease activity status, proportion of patients achieving DORIS remission, percentage of participants achieving maintenance of drug-free DORIS remission, proportion of patients achieving SRI-4 remission, percentage of participants achieving maintenance of LLDAS?

Participants will:

1. Receive CD19/BCMA CAR-T cells infusion on Day 0.
2. Be hospitalized for at least 7 days post-infusion for close safety monitoring and remain within 2 hours of the treatment facility for at least 28 days.
3. Visit the clinic at Day 14, Day 28, month 3, month 6, month 9, month 12, month 18 and month 24 after CAR-T cells infusion.","Chengdu Ucello Biotechnology Co., Ltd.",INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,the incidence rate of Dose limited toxicity (DLTs)|the incidence rate of CAR-T-related adverse events,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2025.0,2026-04-25
NCT06617793,"An Open-label Study to Assess the Safety, Efficacy, and Cellular Kinetics of YTB323 in Relapsing Multiple Sclerosis",RECRUITING,PHASE1|PHASE2,Relapsing Multiple Sclerosis,rapcabtagene autoleucel (YTB323),2025-02-24,2026-03-30,28,Australia|France|Germany|Italy|Spain|Switzerland,"This is an open-label, multi-center, non-confirmatory study to assess the safety, efficacy, and cellular kinetics of YTB323 in approximately 28 participants with Relapsing Multiple Sclerosis (RMS) with breakthrough disease activity during previous treatment with a highly efficacious therapy (BD-HET). The study design utilizes an ascending single dose design consisting of 3 sentinel cohorts followed by an expansion cohort.",Novartis Pharmaceuticals,INDUSTRY,18 Years,60 Years,ADULT,Number of participants with Adverse Events (AEs) and Serious Adverse Events (SAEs),Other immune-mediated,Single disease,Other immune-mediated,False,CD19,named_product,Autologous,explicit_autologous,high,Industry,Adult,ytb323,2025.0,2026-04-25
NCT07315087,CAR T-cell Therapy Targeting CD19 and BCMA(QT-019C) in Patients With Relapse/Refractory Autoimmune Diseases,RECRUITING,PHASE1,SLE - Systemic Lupus Erythematosus|SSc-Systemic Sclerosis|IIM- Idiopathic Inflammatory Myopathies|ANCA Associated Vasculitis (AAV)|Connective Tissue Disease-Associated Thrombocytopenia|SLE-ITP,QT-019C,2026-01-01,2026-01-20,12,China,CAR T-cell Therapy Targeting CD19 and BCMA(QT-019C) in Patients With Relapse/Refractory Autoimmune Diseases,"Institute of Hematology & Blood Diseases Hospital, China",OTHER,18 Years,,ADULT|OLDER_ADULT,"The number and severity of dose-limiting toxicity (DLT) events|The total number, incidence, and severity of AEs",AAV|CTD_other|IIM|SLE|SSc,Basket/Multidisease,Basket/Multidisease,False,CD19/BCMA dual,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Academic,Adult,qt-019c,2026.0,2026-04-25
NCT06710717,Autologous CD19 Car T-Cell Therapy For Severe Refractory Systemic Lupus Erythematosus (SLE),RECRUITING,PHASE1,Systemic Lupus Erythematous (SLE),CD19 CAR-T cells,2025-01-03,2025-05-29,5,Malaysia,"This pilot clinical study aims to evaluate the effectiveness of Chimeric Antigen Receptor (CAR) T-cell therapy in treating severe, refractory systemic lupus erythematosus (SLE), an autoimmune disease driven by autoreactive B-cells. Current treatments for severe SLE, including glucocorticoids, cytotoxic, and immunosuppressive drugs, have significant limitations. These treatments do not adequately control the underlying autoimmune process and require long-term use, leading to chronic side effects and often failing to prevent permanent organ damage. Given the high prevalence and mortality rates associated with SLE in regions like Asia and Malaysia, there is a pressing need for more effective therapies.",National University of Malaysia,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Rate of Adverse events|SLEDAI Remission Rate,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Adult,,2025.0,2026-04-25
NCT05765006,CD19-CART(Relma-cel) for Moderate to Severe Active Systemic Lupus Erythematosus,UNKNOWN,PHASE1,Systemic Lupus Erythematosus,Relma-cel,2023-02-24,2023-03-15,24,China,"This is a phase I, open-label, single-arm, multicenter study to asess the safety tolerability pharmacokinetics and pharmacodynamics of Relma-cel in moderate or severe active systemic lupus erythematosus (SLE) subjects in China.","Shanghai Ming Ju Biotechnology Co., Ltd.",INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,DLT rate|determine RP2D,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Adult,relma-cel,2023.0,2026-04-25
NCT06465147,REACT-01: Reversing Autoimmunity Through Cell Therapy,RECRUITING,PHASE1,Systemic Lupus Erythematosus,SCRI-CAR19v3,2024-12-16,2025-12-12,12,United States,"This is a phase 1, open-label, non-randomized study enrolling pediatric and young adult research participants with treatment-refractory Systemic Lupus Erythematosus (SLE), to examine the safety, feasibility, and efficacy of administering T cell products derived from peripheral blood mononuclear cells (PBMC) that have been genetically modified to express CD19 specific chimeric antigen receptor (CAR)

A child or young adult meeting all eligibility criteria and meeting none of the exclusion criteria will have their T cells collected. The T cells will then be bioengineered into a CAR T cell that targets circulating and tissue residing B cells.",Seattle Children's Hospital,OTHER,2 Years,30 Years,CHILD|ADULT,Incidence of Treatment-Emergent Adverse Events [Safety and Tolerability]|Rate of SCRI-CAR19v3 Manufacturing Success,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,named_product,high,Academic,Both,scri-car19v3,2024.0,2026-04-25
NCT06316791,Exploratory Clinical Study of CNCT19 Anti CD19 Cell Therapy in the Treatment of Refractory Autoimmune Diseases,RECRUITING,EARLY_PHASE1,"Lupus Erythematosus, Systemic",single dose of CNCT19,2021-12-14,2025-02-10,24,China,"Exploratory clinical study of CNCT19 anti CD19 cell therapy in the treatment of refractory autoimmune diseases,To evaluate the safety and tolerability of CNCT19 in patients with refractory systemic lupus erythematosus (lupus nephritis, immune thrombocytopenia), refractory ANCA-associated vasculitis, and refractory dermatomyositis on the basis of standard of care.",Juventas Cell Therapy Ltd.,INDUSTRY,18 Years,70 Years,ADULT|OLDER_ADULT,Percentage of Subjects Experiencing Treatment-Emergent Adverse Events（TEAE）,IIM|SLE,Basket/Multidisease,Basket/Multidisease,False,CD19,explicit_marker,Autologous,named_product,high,Industry,Adult,cnct19,2021.0,2026-04-25
NCT06508346,Study of Therapeutic Efficacy of Anti-CD19 CAR-T Cells in Children With Refractory Refractory AAV,RECRUITING,Unknown,ANCA Associated Vasculitis|CAR-T Cell Therapy,anti-CD19-CAR-T cells,2024-08-01,2024-12-02,12,China,This is an investigator-initiated trial aimed at assessing the safety and efficacy of anti-CD19 CAR-T cells in the treatment of childhood-onset refractory ANCA-Associated Vasculitis.,The Children's Hospital of Zhejiang University School of Medicine,OTHER,5 Years,25 Years,CHILD|ADULT,The safety of CAR-T cell in refractory childhood-onset ANCA-Associated Vasculitis,AAV,Single disease,AAV,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Both,,2024.0,2026-04-25
NCT05474885,BCMA-CD19 cCAR T Cell Treatment of Relapsed/Refractory Systemic Lupus Erythematosus (SLE),UNKNOWN,PHASE1,"Relapsed/Refractory, Systemic Lupus Erythematosus (SLE)",BCMA-CD19 cCAR T cells,2022-04-01,2022-07-26,15,China,"This is a phase I, interventional, single arm, open label, treatment study to evaluate the safety and tolerability of BCMA-CD19 cCAR T cells in patients with relapsed and/or refractory SLE.",iCell Gene Therapeutics,INDUSTRY,18 Years,65 Years,ADULT|OLDER_ADULT,The number and incidence of adverse events after BCMA-CD19 cCAR T cell infusion,SLE,Single disease,SLE,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Industry,Adult,,2022.0,2026-04-25
NCT07148791,Exploratory Study of Anti-BCMA-CD19 CAR-T Cell Therapy in Relapsed or Refractory IgG4-Related Disease,RECRUITING,PHASE2,IgG4 Related Disease|B-cell Mediated Autoimmune Disorders,Anti-BCMA-CD19 CAR-T cells,2025-09-05,2025-09-03,9,China,"The goal of this clinical trial is to test the safety and potential benefit of a new immune cell therapy called anti-BCMA-CD19 CAR-T cells in adults (18-75 years) with IgG4-related disease (IgG4-RD) that has come back or not improved after standard treatments such as glucocorticoids or rituximab.

The main questions this study aims to answer are:

* What medical problems (side effects) occur after receiving anti-BCMA-CD19 CAR-T cell therapy?
* Does anti-BCMA-CD19 CAR-T cell therapy improve IgG4-RD disease activity scores at 12 weeks and 26 weeks?

Participants will:

* Have their own blood immune cells collected by a procedure called leukapheresis
* Receive short-term chemotherapy to prepare the immune system
* Receive one intravenous infusion of anti-BCMA-CD19 CAR-T cells
* Return for regular clinic visits over 26 weeks for safety checks, blood tests, and imaging
* May be followed for up to one year in total",Chinese PLA General Hospital,OTHER,18 Years,75 Years,ADULT|OLDER_ADULT,Safety - Incidence of Dose-Limiting Toxicity (DLT) and Adverse Events Related to CAR-T Cells|Efficacy - Changes in IgG4-RD RI,IgG4-RD,Single disease,IgG4-RD,False,CD19/BCMA dual,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2025.0,2026-04-25
NCT06839976,CD19-Directed Chimeric Antigen Receptor Autologous T Cells (CART19) for Lupus,RECRUITING,PHASE1|PHASE2,SLE|Systemic Lupus Erythematosus (SLE)|CAR T Cell|CART19|Cell Therapy|Lupus|Lupus Nephritis (LN),CART19,2025-05-06,2026-02-23,24,United States,"This is a single-center, single-arm, open-label phase 1/2 study of CART19 in children and young adults with refractory Systemic lupus erythematosus (SLE), including both patients diagnosed with lupus nephritis (LN) and patients with non-renal Systemic lupus erythematosus (SLE).

Phase 1 will evaluate the safety of CART19 in 6-12 patients with Systemic lupus erythematosus (SLE). There is no planned dose escalation, but a dose de-escalation will be made based on the incidence of Dose Limiting Toxicities. Phase 2 will evaluate the efficacy and further evaluate the safety of CART19 in this population.",Children's Hospital of Philadelphia,OTHER,12 Years,29 Years,CHILD|ADULT,Frequency of the dose limiting toxicities of CART19,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,explicit_autologous,high,Academic,Both,,2025.0,2026-04-25
NCT07129642,Allogeneic Anti-CD19 CAR-T for Refractory Graves' Disease,RECRUITING,EARLY_PHASE1,Graves Disease,Allogeneic CAR-T,2025-08-10,2025-08-19,5,China,"Graves' disease is an autoimmune disease. The TSH receptor antibody(TRab) produced by B cells drives the production of thyroid hormone, which causes systemic disorders and thyroid eye disease. The purpose of this study is to investigate the efficacy and safety of allogeneic anti-CD19 CAR-T for refractory Graves' disease.

The participants with refractory Graves' disease will receive a single dose of allogeneic anti-CD19 CAR-T and be regularly seen for the change of serum TRab, FT3, FT4 and clinical presentations, as well as any adverse events.",Shanghai Zhongshan Hospital,OTHER,18 Years,65 Years,ADULT|OLDER_ADULT,Remission of Graves disease|Incidence of Adverse Events,Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,explicit_allogeneic,high,Academic,Adult,,2025.0,2026-04-25
NCT06106906,A Clinical Study of CD19 CAR-T in Active Systemic Lupus Erythematosus,RECRUITING,PHASE1|PHASE2,Systemic Lupus Erythematosus,CD19 CAR-T cell infusion,2024-06-19,2025-01-08,15,China,The purpose of the study is to explore the safety and efficacy of CD19 CAR-T in active systemic lupus erythematosus.,"Union Hospital, Tongji Medical College, Huazhong University of Science and Technology",OTHER,18 Years,70 Years,ADULT|OLDER_ADULT,Safety and tolerability,SLE,Single disease,SLE,False,CD19,explicit_marker,Autologous,default_autologous_no_allo_markers,medium,Academic,Adult,,2024.0,2026-04-25
NCT07389499,A Clinical Study Evaluating the Safety and Efficacy of GT719 Universal Cell Injection in the Treatment of Immune-mediated Kidney Diseases,NOT_YET_RECRUITING,EARLY_PHASE1,IgA Nephropathy (IgAN)|Membranous Nephropathy|ANCA-associated Vasculitis (AAV)/ANCA-associated Glomerulonephritis (AAGN)|Refractory Podocytopathy|Proliferative Glomerulonephritis With Monoclonal Immunoglobulin Deposits,CD19-targeted iNKT Cell Injection,2026-05-30,2026-04-23,30,China,"This study is a single-arm, open-label, dose-escalation and dose-expansion clinical trial, divided into two phases: the first phase is the dose-escalation phase, and the second phase is the dose-expansion phase. In the dose-escalation phase, approximately 9-18 adult participants with immune-mediated kidney diseases are planned to be enrolled and treated with GT719 universal cell injection. The objectives of this phase are to evaluate the safety and tolerability of the product, determine the recommended dose (RD) for subsequent studies, conduct a preliminary assessment of its clinical efficacy, and investigate the pharmacokinetic and pharmacodynamic characteristics. Upon completion of the dose-escalation phase, after evaluation by investigators and collaborators, an appropriate dose will be selected for the dose-expansion phase. An additional 12 participants will be enrolled to fully assess the safety and efficacy of the product.",Grit Biotechnology,INDUSTRY,18 Years,75 Years,ADULT|OLDER_ADULT,"Safety and Tolerability: Evaluate the incidence, correlation with the investigational product, severity, and other relevant aspects of adverse events (AEs) and serious adverse events (SAEs) occurring in participants during the trial|Changes in vital signs before and after treatment|Changes in clinical symptoms before and after treatment|Changes in laboratory tests before and after treatment|Changes in electrocardiograms before and after treatment",Other immune-mediated,Single disease,Other immune-mediated,False,CD19,explicit_marker,Allogeneic/Off-the-shelf,named_product,high,Industry,Adult,gt719,2026.0,2026-04-25
